customer_id,signup_date,home_region,customer_segment,acquisition_channel
C-01258,2026-01-06,South,VIP,Email
C-01259,2023-07-07,West,New,Organic Search
C-01260,2023-01-06,Central,Returning,Paid Search
C-01261,2025-02-26,West,New,Marketplace
C-01262,2024-05-20,North,New,Organic Search
C-01263,2022-12-30,East,Returning,Organic Search
C-01264,2026-01-11,East,Returning,Organic Search
C-01265,2022-12-30,West,New,Email
C-01266,2025-08-31,East,Returning,Social
C-01267,2023-11-18,East,Returning,Organic Search
C-01268,2023-12-07,South,New,Direct
C-01269,2024-05-12,North,VIP,Social
C-01270,2023-12-27,North,Returning,Direct
C-01271,2025-04-24,East,Returning,Paid Search
C-01272,2025-06-01,South,VIP,Social
C-01273,2026-04-05,South,Returning,Paid Search
C-01274,2026-04-12,East,VIP,Email
C-01275,2023-01-24,East,Returning,Marketplace
C-01276,2023-02-01,North,Returning,Email
C-01277,2023-01-26,East,Returning,Social
C-01278,2023-02-15,East,New,Marketplace
C-01279,2024-06-14,South,Returning,Email
C-01280,2023-02-26,Central,Returning,Email
C-01281,2025-05-20,East,New,Organic Search
C-01282,2026-02-17,West,VIP,Organic Search
C-01283,2025-03-02,North,New,Paid Search
C-01284,2023-12-25,North,VIP,Paid Search
C-01285,2023-10-08,North,Returning,Organic Search
C-01286,2025-05-15,North,Returning,Social
C-01287,2025-09-19,North,Returning,Email
C-01288,2023-02-04,Central,Returning,Email
C-01289,2023-09-10,North,New,Social
C-01290,2023-02-20,South,New,Social
C-01291,2025-05-08,North,New,Marketplace
C-01292,2023-12-27,West,New,Organic Search
C-01293,2025-08-22,East,Returning,Organic Search
C-01294,2025-08-13,East,New,Email
C-01295,2025-02-23,East,Returning,Organic Search
C-01296,2025-12-01,East,New,Marketplace
C-01297,2024-01-06,North,New,Social
C-01298,2023-01-21,North,New,Email
C-01299,2026-03-26,Central,New,Organic Search
C-01300,2025-03-09,North,VIP,Paid Search
C-01301,2026-03-09,East,Returning,Direct
C-01302,2026-02-04,North,New,Social
C-01303,2024-08-29,South,New,Organic Search
C-01304,2025-03-31,North,Returning,Email
C-01305,2023-07-14,South,Returning,Email
C-01306,2025-10-16,North,New,Organic Search
C-01307,2026-01-20,East,Returning,Direct
C-01308,2025-07-24,East,Returning,Marketplace
C-01309,2024-06-17,West,Returning,Organic Search
C-01310,2026-01-27,South,VIP,Organic Search
C-01311,2026-01-02,West,Returning,Email
C-01312,2023-11-10,North,VIP,Paid Search
C-01313,2023-12-08,North,New,Social
C-01314,2023-07-06,North,Returning,Email
C-01315,2025-03-05,South,New,Email
C-01316,2024-01-15,North,New,Paid Search
C-01317,2023-03-25,East,New,Paid Search
C-01318,2022-11-19,South,New,Paid Search
C-01319,2026-01-15,North,Returning,Organic Search
C-01320,2024-09-13,Central,Returning,Email
C-01321,2025-07-05,West,Returning,Email
C-01322,2025-06-07,East,VIP,Paid Search
C-01323,2025-03-03,North,VIP,Email
C-01324,2026-01-07,South,Returning,Email
C-01325,2024-01-07,South,Returning,Direct
C-01326,2024-10-31,North,New,Marketplace
C-01327,2024-10-01,East,VIP,Marketplace
C-01328,2026-01-19,North,Returning,Organic Search
C-01329,2024-07-30,South,Returning,Organic Search
C-01330,2025-03-03,Central,New,Paid Search
C-01331,2024-07-18,South,New,Organic Search
C-01332,2023-01-22,Central,Returning,Paid Search
C-01333,2022-12-28,Central,Returning,Organic Search
C-01334,2024-10-03,West,VIP,Email
C-01335,2024-09-07,Central,New,Marketplace
C-01336,2025-09-29,North,Returning,Social
C-01337,2025-06-04,Central,New,Organic Search
C-01338,2024-08-04,West,VIP,Email
C-01339,2023-05-04,Central,New,Organic Search
C-01340,2024-08-07,West,New,Social
C-01341,2024-01-10,North,New,Organic Search
C-01342,2024-08-21,West,Returning,Organic Search
C-01343,2023-09-25,North,New,Social
C-01344,2025-09-24,East,New,Email
C-01345,2024-05-15,West,New,Paid Search
C-01346,2024-03-22,South,New,Marketplace
C-01347,2025-11-18,North,Returning,Email
C-01348,2023-02-18,North,New,Paid Search
C-01349,2023-11-08,Central,Returning,Social
C-01350,2025-05-08,South,Returning,Marketplace
C-01351,2025-11-03,Central,New,Social
C-01352,2026-01-12,West,New,Direct
C-01353,2025-06-23,South,New,Social
C-01354,2025-06-17,Central,Returning,Organic Search
C-01355,2026-04-23,South,New,Organic Search
C-01356,2024-09-13,Central,Returning,Paid Search
C-01357,2023-01-07,North,New,Email
C-01358,2023-10-22,South,New,Email
C-01359,2025-09-12,West,New,Marketplace
C-01360,2024-09-04,North,Returning,Paid Search
C-01361,2025-06-08,South,New,Social
C-01362,2025-12-03,East,New,Organic Search
C-01363,2024-01-07,East,Returning,Marketplace
C-01364,2025-04-16,South,Returning,Social
C-01365,2023-10-27,North,Returning,Direct
C-01366,2026-01-25,North,Returning,Email
C-01367,2024-09-03,West,Returning,Organic Search
C-01368,2025-02-15,North,New,Marketplace
C-01369,2024-12-22,West,New,Organic Search
C-01370,2024-01-26,Central,Returning,Marketplace
C-01371,2022-11-07,West,Returning,Paid Search
C-01372,2024-06-25,East,New,Organic Search
C-01373,2024-08-16,West,New,Social
C-01374,2025-04-15,Central,Returning,Direct
C-01375,2026-02-12,Central,New,Paid Search
C-01376,2023-07-26,North,Returning,Marketplace
C-01377,2023-02-23,East,New,Direct
C-01378,2023-06-19,Central,Returning,Organic Search
C-01379,2026-02-27,South,New,Paid Search
C-01380,2024-12-27,North,Returning,Organic Search
C-01381,2023-08-18,South,New,Direct
C-01382,2025-03-10,Central,New,Social
C-01383,2023-08-09,West,New,Organic Search
C-01384,2025-07-30,Central,Returning,Organic Search
C-01385,2023-08-15,South,Returning,Paid Search
C-01386,2026-03-28,East,VIP,Paid Search
C-01387,2025-03-24,East,Returning,Paid Search
C-01388,2023-11-22,North,Returning,Email
C-01389,2024-03-05,South,Returning,Direct
C-01390,2026-01-30,Central,New,Email
C-01391,2024-11-30,East,New,Social
C-01392,2023-08-24,East,Returning,Marketplace
C-01393,2024-06-01,North,Returning,Marketplace
C-01394,2023-05-07,West,New,Social
C-01395,2023-04-15,East,Returning,Email
C-01396,2026-04-15,South,New,Social
C-01397,2025-06-24,Central,Returning,Email
C-01398,2024-09-15,Central,Returning,Marketplace
C-01399,2024-06-21,West,New,Email
C-01400,2024-07-21,East,Returning,Organic Search
C-01401,2025-07-03,East,Returning,Social
C-01402,2024-06-26,East,Returning,Paid Search
C-01403,2023-04-24,North,New,Marketplace
C-01404,2024-04-06,South,New,Marketplace
C-01405,2022-12-06,East,Returning,Direct
C-01406,2023-09-12,South,Returning,Organic Search
C-01407,2024-03-04,West,Returning,Marketplace
C-01408,2024-10-09,Central,VIP,Email
C-01409,2023-09-18,West,Returning,Paid Search
C-01410,2024-12-30,East,New,Social
C-01411,2024-01-12,West,Returning,Organic Search
C-01412,2024-05-01,North,Returning,Organic Search
C-01413,2025-01-31,East,Returning,Direct
C-01414,2025-11-01,West,New,Paid Search
C-01415,2024-04-27,Central,New,Organic Search
C-01416,2025-05-14,South,New,Email
C-01417,2023-01-30,East,New,Paid Search
C-01418,2025-04-09,West,Returning,Organic Search
C-01419,2024-05-13,North,New,Social
C-01420,2025-01-16,West,Returning,Organic Search
C-01421,2026-02-24,East,Returning,Social
C-01422,2023-11-10,North,New,Organic Search
C-01423,2023-03-26,North,New,Organic Search
C-01424,2025-05-08,West,New,Organic Search
C-01425,2023-01-15,North,New,Direct
C-01426,2024-01-25,West,VIP,Social
C-01427,2023-07-10,East,New,Paid Search
C-01428,2026-01-09,North,Returning,Organic Search
C-01429,2023-11-19,East,New,Direct
C-01430,2025-05-23,South,VIP,Paid Search
C-01431,2024-08-30,West,New,Organic Search
C-01432,2023-03-14,South,New,Organic Search
C-01433,2024-05-02,North,New,Direct
C-01434,2023-12-22,North,Returning,Email
C-01435,2023-08-28,East,Returning,Email
C-01436,2023-06-12,West,VIP,Organic Search
C-01437,2023-04-05,West,New,Social
C-01438,2022-12-15,North,VIP,Social
C-01439,2023-01-23,South,Returning,Social
C-01440,2025-01-16,East,Returning,Direct
C-01441,2025-08-07,South,Returning,Social
C-01442,2023-03-30,North,Returning,Direct
C-01443,2025-07-21,East,New,Direct
C-01444,2024-09-19,South,Returning,Social
C-01445,2023-05-11,Central,New,Paid Search
C-01446,2025-06-05,South,Returning,Organic Search
C-01447,2025-12-16,South,New,Organic Search
C-01448,2025-01-13,West,VIP,Paid Search
C-01449,2023-04-29,East,VIP,Organic Search
C-01450,2023-01-19,West,New,Email
C-01451,2025-08-04,West,New,Social
C-01452,2025-08-26,West,Returning,Paid Search
C-01453,2022-12-10,North,New,Marketplace
C-01454,2023-02-02,North,New,Social
C-01455,2025-10-13,West,Returning,Marketplace
C-01456,2023-09-08,North,Returning,Organic Search
C-01457,2023-08-23,North,Returning,Marketplace
C-01458,2026-04-26,West,New,Organic Search
C-01459,2023-10-25,Central,Returning,Marketplace
C-01460,2023-05-25,North,Returning,Email
C-01461,2023-06-12,East,New,Email
C-01462,2023-03-16,South,Returning,Marketplace
C-01463,2025-02-07,Central,New,Email
C-01464,2023-08-15,Central,New,Organic Search
C-01465,2023-02-08,South,Returning,Organic Search
C-01466,2023-08-23,North,Returning,Paid Search
C-01467,2023-10-10,Central,Returning,Organic Search
C-01468,2023-05-30,West,Returning,Paid Search
C-01469,2023-09-26,East,New,Organic Search
C-01470,2023-11-09,West,VIP,Email
C-01471,2024-06-10,West,New,Social
C-01472,2023-07-24,West,New,Email
C-01473,2025-02-27,North,New,Social
C-01474,2026-03-12,East,New,Direct
C-01475,2024-07-15,North,New,Organic Search
C-01476,2023-07-05,Central,VIP,Email
C-01477,2025-11-16,East,Returning,Social
C-01478,2024-01-07,North,New,Marketplace
C-01479,2025-07-05,North,Returning,Direct
C-01480,2023-02-25,South,Returning,Paid Search
C-01481,2024-09-21,Central,Returning,Paid Search
C-01482,2023-06-08,Central,Returning,Organic Search
C-01483,2023-01-05,North,Returning,Marketplace
C-01484,2025-05-05,South,Returning,Organic Search
C-01485,2024-09-04,North,New,Organic Search
C-01486,2024-03-06,Central,Returning,Paid Search
C-01487,2024-02-01,East,New,Organic Search
C-01488,2025-04-17,Central,New,Paid Search
C-01489,2025-01-08,East,New,Organic Search
C-01490,2024-11-10,North,VIP,Organic Search
C-01491,2026-01-14,North,New,Marketplace
C-01492,2025-06-03,West,New,Organic Search
C-01493,2024-07-03,West,Returning,Social
C-01494,2026-04-12,East,VIP,Email
C-01495,2024-02-20,Central,New,Email
C-01496,2024-01-24,West,Returning,Organic Search
C-01497,2025-04-01,North,Returning,Paid Search
C-01498,2026-02-05,Central,New,Direct
C-01499,2026-01-24,South,VIP,Organic Search
C-01500,2025-06-27,East,Returning,Paid Search
C-01501,2025-01-22,West,Returning,Marketplace
C-01502,2025-05-21,North,Returning,Social
C-01503,2025-02-16,North,VIP,Paid Search
C-01504,2023-05-11,West,New,Organic Search
C-01505,2025-06-04,West,Returning,Organic Search
C-01506,2025-05-26,North,Returning,Social
C-01507,2023-11-20,South,Returning,Email
C-01508,2022-11-09,North,Returning,Marketplace
C-01509,2024-09-18,South,Returning,Social
C-01510,2026-04-14,West,Returning,Marketplace
C-01511,2023-04-21,South,Returning,Direct
C-01512,2025-09-26,West,VIP,Marketplace
C-01513,2023-06-22,East,New,Organic Search
C-01514,2024-11-26,East,New,Organic Search
C-01515,2023-12-31,South,New,Email
C-01516,2025-07-13,West,Returning,Marketplace
C-01517,2024-01-10,West,Returning,Paid Search
C-01518,2024-05-07,South,Returning,Organic Search
C-01519,2024-12-09,East,New,Email
C-01520,2023-07-16,East,Returning,Marketplace
C-01521,2024-06-27,South,Returning,Social
C-01522,2023-03-21,Central,New,Organic Search
C-01523,2025-01-15,South,VIP,Direct
C-01524,2023-06-18,North,New,Organic Search
C-01525,2023-09-11,East,Returning,Social
C-01526,2024-06-29,West,New,Direct
C-01527,2025-07-04,East,New,Social
C-01528,2024-06-26,North,New,Marketplace
C-01529,2025-10-06,South,Returning,Paid Search
C-01530,2024-09-05,West,Returning,Email
C-01531,2025-12-04,South,Returning,Organic Search
C-01532,2024-07-26,South,New,Email
C-01533,2024-06-19,North,Returning,Paid Search
C-01534,2025-05-28,East,VIP,Organic Search
C-01535,2025-11-07,Central,New,Marketplace
C-01536,2023-09-17,North,New,Direct
C-01537,2026-01-26,South,New,Organic Search
C-01538,2026-01-01,West,Returning,Direct
C-01539,2023-09-05,East,New,Organic Search
C-01540,2024-07-16,North,New,Direct
C-01541,2023-08-31,Central,VIP,Organic Search
C-01542,2025-11-29,South,VIP,Social
C-01543,2025-07-04,Central,VIP,Social
C-01544,2026-01-24,West,Returning,Social
C-01545,2025-04-30,North,New,Email
C-01546,2023-01-28,East,New,Paid Search
C-01547,2025-02-06,North,Returning,Paid Search
C-01548,2024-09-05,West,New,Email
C-01549,2024-02-04,West,Returning,Organic Search
C-01550,2023-04-27,East,Returning,Social
C-01551,2023-05-04,South,VIP,Email
C-01552,2026-03-26,Central,Returning,Marketplace
C-01553,2024-11-15,West,New,Paid Search
C-01554,2025-01-05,South,New,Paid Search
C-01555,2025-05-07,North,Returning,Social
C-01556,2025-05-04,South,Returning,Paid Search
C-01557,2023-10-08,Central,Returning,Paid Search
C-01558,2025-03-04,East,New,Organic Search
C-01559,2024-01-06,Central,New,Email
C-01560,2024-09-23,Central,New,Social
C-01561,2023-05-07,West,New,Organic Search
C-01562,2023-10-31,West,Returning,Social
C-01563,2023-08-14,West,New,Paid Search
C-01564,2025-08-07,West,New,Marketplace
C-01565,2024-07-21,West,Returning,Organic Search
C-01566,2022-11-12,South,New,Social
C-01567,2025-07-01,West,New,Paid Search
C-01568,2023-11-09,West,Returning,Organic Search
C-01569,2023-07-09,East,Returning,Direct
C-01570,2026-03-17,East,Returning,Email
C-01571,2024-04-18,East,Returning,Social
C-01572,2023-07-09,West,New,Organic Search
C-01573,2024-04-21,North,New,Paid Search
C-01574,2023-08-11,North,New,Paid Search
C-01575,2024-11-05,South,New,Social
C-01576,2023-04-13,West,Returning,Organic Search
C-01577,2023-05-19,North,Returning,Paid Search
C-01578,2024-08-15,West,Returning,Paid Search
C-01579,2024-11-18,East,New,Marketplace
C-01580,2022-12-03,South,New,Social
C-01581,2025-02-27,Central,New,Organic Search
C-01582,2023-09-19,West,Returning,Marketplace
C-01583,2025-12-25,West,Returning,Email
C-01584,2025-10-31,West,Returning,Marketplace
C-01585,2025-03-10,North,Returning,Marketplace
C-01586,2022-12-12,South,Returning,Paid Search
C-01587,2025-04-30,East,VIP,Social
C-01588,2024-10-07,South,New,Social
C-01589,2023-07-07,Central,New,Organic Search
C-01590,2024-02-14,North,New,Direct
C-01591,2025-03-26,West,Returning,Organic Search
C-01592,2025-07-25,North,Returning,Organic Search
C-01593,2025-09-23,East,Returning,Marketplace
C-01594,2023-02-03,West,New,Social
C-01595,2023-07-18,North,VIP,Marketplace
C-01596,2023-11-20,North,Returning,Organic Search
C-01597,2024-05-28,South,VIP,Organic Search
C-01598,2025-08-28,East,Returning,Email
C-01599,2023-03-26,East,New,Organic Search
C-01600,2024-01-25,Central,Returning,Organic Search
C-01601,2025-11-11,West,New,Direct
C-01602,2025-09-04,East,Returning,Social
C-01603,2023-11-21,Central,Returning,Organic Search
C-01604,2024-11-02,South,VIP,Email
C-01605,2025-02-18,Central,New,Organic Search
C-01606,2023-06-20,East,Returning,Paid Search
C-01607,2024-06-19,North,Returning,Paid Search
C-01608,2023-07-01,East,New,Social
C-01609,2025-05-04,South,New,Direct
C-01610,2025-04-01,North,New,Marketplace
C-01611,2025-07-08,South,VIP,Organic Search
C-01612,2025-08-09,South,Returning,Email
C-01613,2023-04-30,South,New,Social
C-01614,2023-06-03,Central,Returning,Organic Search
C-01615,2024-11-20,South,VIP,Email
C-01616,2025-02-11,West,New,Social
C-01617,2024-05-30,West,Returning,Email
C-01618,2025-02-03,West,New,Direct
C-01619,2025-07-26,North,Returning,Paid Search
C-01620,2023-07-15,East,New,Social
C-01621,2023-08-09,West,New,Marketplace
C-01622,2025-08-23,Central,Returning,Paid Search
C-01623,2024-09-06,East,New,Organic Search
C-01624,2023-04-12,East,Returning,Email
C-01625,2025-06-18,West,New,Email
C-01626,2024-04-25,West,Returning,Email
C-01627,2022-12-13,North,VIP,Paid Search
C-01628,2023-07-08,South,New,Paid Search
C-01629,2025-06-05,North,New,Social
C-01630,2024-07-19,North,VIP,Paid Search
C-01631,2024-08-07,East,Returning,Organic Search
C-01632,2025-08-07,West,Returning,Email
C-01633,2025-07-08,North,Returning,Organic Search
C-01634,2024-04-29,Central,Returning,Email
C-01635,2024-10-29,South,Returning,Organic Search
C-01636,2026-02-28,West,New,Paid Search
C-01637,2026-02-14,Central,New,Paid Search
C-01638,2023-05-25,Central,Returning,Paid Search
C-01639,2023-03-02,North,Returning,Social
C-01640,2026-03-04,West,New,Marketplace
C-01641,2023-06-29,North,New,Paid Search
C-01642,2025-06-07,South,Returning,Email
C-01643,2025-03-18,West,New,Email
C-01644,2024-08-16,South,New,Email
C-01645,2025-08-03,West,New,Paid Search
C-01646,2025-09-01,West,Returning,Organic Search
C-01647,2024-07-12,East,New,Email
C-01648,2023-04-10,East,Returning,Paid Search
C-01649,2023-02-12,East,New,Marketplace
C-01650,2023-05-14,East,Returning,Email
C-01651,2024-05-19,West,New,Email
C-01652,2024-01-10,North,New,Marketplace
C-01653,2025-09-05,East,Returning,Email
C-01654,2023-12-21,South,New,Email
C-01655,2025-12-02,North,New,Social
C-01656,2023-11-24,North,Returning,Direct
C-01657,2025-06-21,West,New,Marketplace
C-01658,2025-04-13,West,VIP,Organic Search
C-01659,2023-12-22,North,New,Organic Search
C-01660,2024-07-13,South,Returning,Marketplace
C-01661,2023-03-18,West,Returning,Organic Search
C-01662,2024-06-16,South,Returning,Email
C-01663,2025-02-15,North,New,Organic Search
C-01664,2024-08-03,East,Returning,Paid Search
C-01665,2023-01-21,South,New,Organic Search
C-01666,2024-05-28,North,Returning,Marketplace
C-01667,2025-07-29,North,Returning,Marketplace
C-01668,2024-08-10,Central,Returning,Marketplace
C-01669,2025-02-17,West,VIP,Marketplace
C-01670,2025-01-27,West,VIP,Organic Search
C-01671,2023-06-24,East,Returning,Organic Search
C-01672,2026-02-07,Central,VIP,Organic Search
C-01673,2023-05-10,North,New,Marketplace
C-01674,2024-09-11,West,Returning,Marketplace
C-01675,2024-03-04,North,VIP,Organic Search
C-01676,2024-01-19,East,VIP,Organic Search
C-01677,2026-02-26,East,New,Social
C-01678,2023-06-26,South,New,Social
C-01679,2024-05-28,Central,Returning,Paid Search
C-01680,2024-11-29,North,Returning,Direct
C-01681,2026-03-31,West,New,Marketplace
C-01682,2023-02-26,West,Returning,Organic Search
C-01683,2025-12-12,West,New,Social
C-01684,2023-07-14,North,Returning,Paid Search
C-01685,2022-11-23,South,VIP,Direct
C-01686,2024-04-13,Central,New,Social
C-01687,2024-07-08,Central,New,Direct
C-01688,2024-08-17,West,Returning,Paid Search
C-01689,2023-01-15,North,New,Social
C-01690,2025-08-09,South,Returning,Marketplace
C-01691,2025-03-21,West,Returning,Marketplace
C-01692,2024-04-24,South,Returning,Email
C-01693,2025-12-02,East,Returning,Organic Search
C-01694,2023-02-21,North,Returning,Paid Search
C-01695,2023-08-12,North,New,Paid Search
C-01696,2026-01-29,North,New,Email
C-01697,2023-07-31,West,Returning,Marketplace
C-01698,2024-08-22,Central,Returning,Organic Search
C-01699,2023-10-28,West,Returning,Marketplace
C-01700,2023-12-18,South,New,Paid Search
C-01701,2024-12-18,Central,VIP,Organic Search
C-01702,2022-12-24,West,VIP,Social
C-01703,2023-05-08,North,VIP,Social
C-01704,2023-10-18,East,New,Email
C-01705,2023-09-08,South,New,Direct
C-01706,2023-07-05,East,New,Social
C-01707,2025-05-24,East,Returning,Organic Search
C-01708,2023-12-28,Central,New,Marketplace
C-01709,2024-06-18,South,Returning,Paid Search
C-01710,2024-01-04,Central,Returning,Paid Search
C-01711,2023-11-29,South,New,Organic Search
C-01712,2024-06-23,North,VIP,Paid Search
C-01713,2024-03-29,West,New,Paid Search
C-01714,2022-11-28,Central,Returning,Direct
C-01715,2025-01-29,West,Returning,Social
C-01716,2026-03-14,North,New,Organic Search
C-01717,2024-09-18,East,VIP,Paid Search
C-01718,2026-04-01,Central,VIP,Email
C-01719,2023-02-08,East,New,Paid Search
C-01720,2025-01-23,North,Returning,Marketplace
C-01721,2023-01-30,South,Returning,Email
C-01722,2024-10-01,North,Returning,Paid Search
C-01723,2025-10-28,South,Returning,Paid Search
C-01724,2023-07-26,Central,Returning,Paid Search
C-01725,2024-11-14,South,VIP,Marketplace
C-01726,2026-04-15,Central,Returning,Email
C-01727,2025-04-17,South,VIP,Direct
C-01728,2023-09-12,Central,Returning,Social
C-01729,2025-04-26,North,New,Organic Search
C-01730,2023-01-19,North,Returning,Email
C-01731,2023-07-02,Central,VIP,Organic Search
C-01732,2024-11-06,East,VIP,Paid Search
C-01733,2023-06-25,Central,Returning,Organic Search
C-01734,2023-05-17,South,New,Marketplace
C-01735,2025-09-13,East,Returning,Social
C-01736,2024-01-15,Central,Returning,Email
C-01737,2026-01-18,Central,New,Organic Search
C-01738,2025-08-23,Central,Returning,Organic Search
C-01739,2023-07-14,East,New,Direct
C-01740,2024-08-30,North,New,Marketplace
C-01741,2025-07-16,Central,Returning,Email
C-01742,2022-11-18,North,New,Social
C-01743,2025-05-22,West,New,Social
C-01744,2026-01-15,Central,New,Marketplace
C-01745,2024-06-08,North,New,Organic Search
C-01746,2026-03-24,South,New,Organic Search
C-01747,2025-01-31,Central,New,Organic Search
C-01748,2025-02-08,West,New,Social
C-01749,2023-07-11,West,New,Social
C-01750,2024-08-03,East,VIP,Paid Search
C-01751,2023-05-22,East,Returning,Email
C-01752,2025-01-09,East,Returning,Paid Search
C-01753,2025-03-21,East,Returning,Paid Search
C-01754,2025-03-28,East,New,Direct
C-01755,2024-02-09,West,Returning,Direct
C-01756,2025-10-21,East,Returning,Paid Search
C-01757,2025-04-20,West,New,Paid Search
C-01758,2023-07-26,South,Returning,Organic Search
C-01759,2025-03-31,North,New,Organic Search
C-01760,2023-02-07,East,Returning,Paid Search
C-01761,2025-06-15,East,Returning,Organic Search
C-01762,2024-04-11,West,Returning,Organic Search
C-01763,2025-06-11,North,New,Paid Search
C-01764,2023-04-26,West,New,Paid Search
C-01765,2025-05-26,East,Returning,Marketplace
C-01766,2024-10-06,Central,VIP,Organic Search
C-01767,2023-11-21,Central,New,Organic Search
C-01768,2023-06-12,North,Returning,Paid Search
C-01769,2022-12-04,East,New,Social
C-01770,2026-03-23,South,Returning,Marketplace
C-01771,2026-04-23,West,New,Social
C-01772,2025-01-23,North,Returning,Organic Search
C-01773,2023-12-02,North,New,Direct
C-01774,2022-12-31,West,New,Social
C-01775,2025-04-17,Central,Returning,Email
C-01776,2023-05-02,East,New,Email
C-01777,2022-12-21,Central,New,Social
C-01778,2025-05-06,East,VIP,Marketplace
C-01779,2026-02-17,South,New,Marketplace
C-01780,2025-01-17,North,New,Social
C-01781,2025-04-09,West,VIP,Social
C-01782,2026-03-11,Central,Returning,Organic Search
C-01783,2025-02-02,East,Returning,Email
C-01784,2025-08-02,North,New,Organic Search
C-01785,2026-01-30,North,New,Marketplace
C-01786,2025-03-10,North,VIP,Social
C-01787,2024-10-17,East,Returning,Organic Search
C-01788,2023-12-05,East,Returning,Email
C-01789,2026-02-22,South,VIP,Email
C-01790,2025-06-23,South,New,Social
C-01791,2025-03-09,West,Returning,Social
C-01792,2025-07-01,West,Returning,Social
C-01793,2024-06-07,North,Returning,Email
C-01794,2023-10-27,East,New,Organic Search
C-01795,2025-03-07,East,VIP,Organic Search
C-01796,2025-12-21,North,New,Marketplace
C-01797,2024-11-07,North,Returning,Marketplace
C-01798,2025-09-03,North,New,Paid Search
C-01799,2026-04-24,East,New,Email
C-01800,2024-10-03,West,Returning,Social
C-01801,2025-12-21,North,New,Social
C-01802,2025-09-27,North,Returning,Organic Search
C-01803,2025-04-21,Central,Returning,Social
C-01804,2023-06-11,East,Returning,Marketplace
C-01805,2023-06-03,North,Returning,Organic Search
C-01806,2023-07-06,Central,Returning,Organic Search
C-01807,2024-06-27,West,Returning,Email
C-01808,2023-05-29,South,New,Marketplace
C-01809,2023-07-16,East,Returning,Paid Search
C-01810,2022-11-20,West,New,Paid Search
C-01811,2025-09-06,South,New,Social
C-01812,2025-03-05,West,New,Organic Search
C-01813,2025-10-26,North,Returning,Marketplace
C-01814,2025-03-02,Central,VIP,Direct
C-01815,2025-09-29,South,Returning,Organic Search
C-01816,2023-09-01,West,Returning,Email
C-01817,2023-03-29,South,New,Direct
C-01818,2023-10-09,South,Returning,Organic Search
C-01819,2023-09-12,North,VIP,Social
C-01820,2025-10-06,South,VIP,Marketplace
C-01821,2025-12-14,West,Returning,Paid Search
C-01822,2024-10-11,South,New,Email
C-01823,2023-09-03,East,Returning,Organic Search
C-01824,2025-11-25,East,Returning,Paid Search
C-01825,2024-10-14,West,VIP,Paid Search
C-01826,2023-12-16,North,VIP,Email
C-01827,2025-01-13,West,Returning,Organic Search
C-01828,2025-11-18,North,New,Email
C-01829,2025-10-09,West,New,Organic Search
C-01830,2025-11-16,North,Returning,Social
C-01831,2025-03-21,North,VIP,Organic Search
C-01832,2024-12-09,East,New,Organic Search
C-01833,2023-07-20,East,Returning,Organic Search
C-01834,2024-10-01,West,VIP,Direct
C-01835,2026-01-08,Central,Returning,Social
C-01836,2026-03-10,South,New,Social
C-01837,2026-01-23,West,Returning,Email
C-01838,2024-03-28,East,New,Organic Search
C-01839,2024-11-15,North,Returning,Paid Search
C-01840,2025-02-27,North,New,Marketplace
C-01841,2025-07-09,North,New,Social
C-01842,2025-02-08,East,Returning,Paid Search
C-01843,2024-04-30,West,Returning,Direct
C-01844,2025-08-05,South,Returning,Organic Search
C-01845,2025-09-07,West,New,Organic Search
C-01846,2025-09-23,North,Returning,Organic Search
C-01847,2025-07-03,North,New,Email
C-01848,2023-07-08,South,Returning,Organic Search
C-01849,2026-01-20,East,New,Organic Search
C-01850,2024-07-23,South,VIP,Email
C-01851,2023-08-26,East,New,Organic Search
C-01852,2024-07-23,North,VIP,Marketplace
C-01853,2025-08-04,East,New,Organic Search
C-01854,2023-02-06,East,New,Email
C-01855,2024-09-28,East,Returning,Social
C-01856,2026-03-31,North,New,Social
C-01857,2025-05-16,North,Returning,Social
C-01858,2023-05-08,West,Returning,Paid Search
C-01859,2024-02-26,South,VIP,Organic Search
C-01860,2025-05-02,West,Returning,Marketplace
C-01861,2022-12-27,West,Returning,Social
C-01862,2025-12-30,West,Returning,Organic Search
C-01863,2026-04-27,West,Returning,Direct
C-01864,2025-10-10,East,New,Marketplace
C-01865,2023-07-11,East,Returning,Direct
C-01866,2024-05-23,North,Returning,Social
C-01867,2026-02-05,West,Returning,Email
C-01868,2025-02-06,East,Returning,Direct
C-01869,2024-10-03,South,Returning,Marketplace
C-01870,2024-08-17,North,New,Direct
C-01871,2025-11-20,North,New,Organic Search
C-01872,2023-05-09,Central,New,Social
C-01873,2023-03-07,South,Returning,Organic Search
C-01874,2023-03-06,North,New,Organic Search
C-01875,2024-08-31,Central,New,Marketplace
C-01876,2023-02-21,West,New,Email
C-01877,2025-08-12,East,Returning,Direct
C-01878,2024-05-11,East,New,Paid Search
C-01879,2025-07-25,West,New,Direct
C-01880,2022-12-15,Central,New,Social
C-01881,2024-03-25,West,Returning,Organic Search
C-01882,2026-01-13,North,New,Social
C-01883,2023-12-28,North,Returning,Email
C-01884,2023-10-17,East,Returning,Paid Search
C-01885,2025-12-17,North,Returning,Email
C-01886,2024-06-21,North,Returning,Organic Search
C-01887,2025-07-21,South,New,Social
C-01888,2024-10-26,North,Returning,Marketplace
