date,channel,spend,impressions,clicks
2025-02-21,Social,999.52,53030,1305
2025-02-21,Marketplace,783.64,43158,1618
2025-02-21,Direct,77.95,4499,230
2025-02-22,Organic Search,333.01,12889,614
2025-02-22,Paid Search,1490.08,87722,3279
2025-02-22,Email,224.30,11187,873
2025-02-22,Social,893.55,39710,835
2025-02-22,Marketplace,755.46,44733,1482
2025-02-22,Direct,168.64,10047,486
2025-02-23,Organic Search,378.47,22073,1245
2025-02-23,Paid Search,1433.56,63491,2125
2025-02-23,Email,307.98,20025,1329
2025-02-23,Social,987.31,42674,1168
2025-02-23,Marketplace,696.56,34741,1482
2025-02-23,Direct,202.41,8612,496
2025-02-24,Organic Search,317.90,22104,847
2025-02-24,Paid Search,1470.02,59426,1989
2025-02-24,Email,362.93,23275,1425
2025-02-24,Social,970.75,47376,1264
2025-02-24,Marketplace,782.38,40430,1250
2025-02-24,Direct,85.50,5342,292
2025-02-25,Organic Search,377.65,24965,1209
2025-02-25,Paid Search,1438.72,101335,2592
2025-02-25,Email,363.86,17973,1315
2025-02-25,Social,963.58,57790,1652
2025-02-25,Marketplace,760.66,34200,1277
2025-02-25,Direct,183.18,11695,674
2025-02-26,Organic Search,386.65,21718,978
2025-02-26,Paid Search,1493.25,64715,1703
2025-02-26,Email,271.82,18189,1232
2025-02-26,Social,1037.85,67036,1887
2025-02-26,Marketplace,754.61,45678,1861
2025-02-26,Direct,184.70,10399,472
2025-02-27,Organic Search,390.77,21967,860
2025-02-27,Paid Search,1490.89,57081,1759
2025-02-27,Email,324.17,15919,1065
2025-02-27,Social,954.07,46288,1140
2025-02-27,Marketplace,773.34,51390,2070
2025-02-27,Direct,212.16,9343,486
2025-02-28,Organic Search,442.63,24311,945
2025-02-28,Paid Search,1421.30,94210,2614
2025-02-28,Email,187.29,13228,913
2025-02-28,Social,945.98,63936,1479
2025-02-28,Marketplace,781.85,32867,990
2025-02-28,Direct,110.48,5310,283
2025-03-01,Organic Search,379.17,23624,1194
2025-03-01,Paid Search,1432.80,58105,1848
2025-03-01,Email,280.42,11265,874
2025-03-01,Social,957.40,53695,1558
2025-03-01,Marketplace,789.39,49662,1780
2025-03-01,Direct,225.17,12907,602
2025-03-02,Organic Search,411.60,16901,607
2025-03-02,Paid Search,1489.18,98379,2747
2025-03-02,Email,213.67,15215,1179
2025-03-02,Social,959.63,39615,1169
2025-03-02,Marketplace,820.88,34288,1508
2025-03-02,Direct,117.81,7982,409
2025-03-03,Organic Search,345.45,21209,944
2025-03-03,Paid Search,1460.13,55752,1740
2025-03-03,Email,334.01,18816,1232
2025-03-03,Social,988.19,66881,1860
2025-03-03,Marketplace,848.19,41650,1589
2025-03-03,Direct,147.05,8235,462
2025-03-04,Organic Search,360.62,25171,1315
2025-03-04,Paid Search,1434.72,74906,2267
2025-03-04,Email,334.04,21533,1424
2025-03-04,Social,975.07,52008,1244
2025-03-04,Marketplace,738.50,48718,1801
2025-03-04,Direct,136.86,9192,344
2025-03-05,Organic Search,379.52,25900,1295
2025-03-05,Paid Search,1500.41,102568,2875
2025-03-05,Email,222.43,9993,553
2025-03-05,Social,992.33,62910,1395
2025-03-05,Marketplace,722.12,49126,1855
2025-03-05,Direct,229.69,14585,712
2025-03-06,Organic Search,357.70,19124,778
2025-03-06,Paid Search,1463.23,103617,3700
2025-03-06,Email,418.31,18596,1589
2025-03-06,Social,933.92,41875,856
2025-03-06,Marketplace,796.03,32932,1454
2025-03-06,Direct,81.08,5757,288
2025-03-07,Organic Search,337.90,21309,996
2025-03-07,Paid Search,1461.41,79228,2350
2025-03-07,Email,246.27,17237,982
2025-03-07,Social,1086.04,59077,1531
2025-03-07,Marketplace,738.12,38651,1637
2025-03-07,Direct,103.26,5967,284
2025-03-08,Organic Search,451.34,25410,1129
2025-03-08,Paid Search,1517.69,71418,2442
2025-03-08,Email,274.30,14779,875
2025-03-08,Social,933.06,50069,1304
2025-03-08,Marketplace,766.07,54373,2063
2025-03-08,Direct,56.18,3363,194
2025-03-09,Organic Search,318.68,19269,825
2025-03-09,Paid Search,1495.27,107185,3861
2025-03-09,Email,277.74,14244,948
2025-03-09,Social,901.65,46502,1416
2025-03-09,Marketplace,767.84,51887,2067
2025-03-09,Direct,115.41,5655,286
2025-03-10,Organic Search,373.32,21715,1107
2025-03-10,Paid Search,1487.64,73027,2161
2025-03-10,Email,212.99,12643,801
2025-03-10,Social,1026.62,49408,1244
2025-03-10,Marketplace,847.55,32854,1473
2025-03-10,Direct,127.55,8163,481
2025-03-11,Organic Search,304.69,21906,1045
2025-03-11,Paid Search,1512.45,89290,2905
2025-03-11,Email,268.02,15226,1097
2025-03-11,Social,946.75,57856,1362
2025-03-11,Marketplace,788.24,46510,1964
2025-03-11,Direct,92.03,3732,183
2025-03-12,Organic Search,275.13,17957,780
2025-03-12,Paid Search,1481.41,79565,2347
2025-03-12,Email,254.98,17870,1432
2025-03-12,Social,954.10,55119,1516
2025-03-12,Marketplace,797.73,40642,1462
2025-03-12,Direct,142.71,6709,297
2025-03-13,Organic Search,324.14,14153,743
2025-03-13,Paid Search,1417.78,96094,2479
2025-03-13,Email,313.25,20804,1573
2025-03-13,Social,1006.67,43029,1069
2025-03-13,Marketplace,746.82,35739,1400
2025-03-13,Direct,120.78,8038,407
2025-03-14,Organic Search,380.48,17726,884
2025-03-14,Paid Search,1394.05,52999,1600
2025-03-14,Email,309.49,13759,870
2025-03-14,Social,973.81,52979,1284
2025-03-14,Marketplace,762.96,35139,1162
2025-03-14,Direct,91.52,6071,291
2025-03-15,Organic Search,355.84,17727,735
2025-03-15,Paid Search,1504.33,64804,1991
2025-03-15,Email,344.35,23800,1601
2025-03-15,Social,1010.72,61763,1581
2025-03-15,Marketplace,777.30,40196,1223
2025-03-15,Direct,57.77,3366,151
2025-03-16,Organic Search,351.75,24946,1078
2025-03-16,Paid Search,1448.80,82538,2758
2025-03-16,Email,270.85,14328,938
2025-03-16,Social,897.54,64333,1512
2025-03-16,Marketplace,738.70,40695,1646
2025-03-16,Direct,62.51,2416,128
2025-03-17,Organic Search,394.52,20551,987
2025-03-17,Paid Search,1465.45,61317,1853
2025-03-17,Email,267.84,18269,1132
2025-03-17,Social,1005.32,69612,1845
2025-03-17,Marketplace,753.49,32002,1579
2025-03-17,Direct,122.85,6689,340
2025-03-18,Organic Search,300.42,17121,559
2025-03-18,Paid Search,1548.65,78553,2202
2025-03-18,Email,322.91,13826,1013
2025-03-18,Social,986.36,68004,1599
2025-03-18,Marketplace,755.76,40993,1428
2025-03-18,Direct,115.03,5068,294
2025-03-19,Organic Search,383.75,22528,963
2025-03-19,Paid Search,1458.86,86943,2891
2025-03-19,Email,242.08,9440,597
2025-03-19,Social,931.35,47702,1193
2025-03-19,Marketplace,726.88,35670,1292
2025-03-19,Direct,84.08,4127,194
2025-03-20,Organic Search,426.51,19568,970
2025-03-20,Paid Search,1475.63,97738,3069
2025-03-20,Email,363.52,22819,1589
2025-03-20,Social,988.63,65430,1751
2025-03-20,Marketplace,805.67,50913,1888
2025-03-20,Direct,82.12,5763,332
2025-03-21,Organic Search,372.98,23267,1004
2025-03-21,Paid Search,1375.01,82175,2667
2025-03-21,Email,234.66,10169,650
2025-03-21,Social,991.43,56065,1195
2025-03-21,Marketplace,794.54,38863,1640
2025-03-21,Direct,108.20,4740,212
2025-03-22,Organic Search,324.67,19857,828
2025-03-22,Paid Search,1435.49,69806,2501
2025-03-22,Email,165.35,8125,682
2025-03-22,Social,971.19,39103,1013
2025-03-22,Marketplace,786.28,52647,2068
2025-03-22,Direct,171.14,7043,377
2025-03-23,Organic Search,321.37,17365,789
2025-03-23,Paid Search,1482.29,74299,1910
2025-03-23,Email,298.97,16737,1307
2025-03-23,Social,981.20,41026,826
2025-03-23,Marketplace,806.39,40414,1337
2025-03-23,Direct,108.90,6252,392
2025-03-24,Organic Search,369.63,25372,1221
2025-03-24,Paid Search,1488.54,81278,2780
2025-03-24,Email,237.34,10026,698
2025-03-24,Social,988.29,64017,1678
2025-03-24,Marketplace,781.75,46832,1633
2025-03-24,Direct,244.24,12828,556
2025-03-25,Organic Search,407.73,22909,1039
2025-03-25,Paid Search,1522.31,61383,2353
2025-03-25,Email,341.83,18512,1140
2025-03-25,Social,1068.93,56421,1429
2025-03-25,Marketplace,788.01,34808,1374
2025-03-25,Direct,98.10,4817,259
2025-03-26,Organic Search,303.56,19058,643
2025-03-26,Paid Search,1396.48,77369,2455
2025-03-26,Email,315.24,13130,1018
2025-03-26,Social,939.26,45033,1195
2025-03-26,Marketplace,830.63,52327,1783
2025-03-26,Direct,93.21,4057,219
2025-03-27,Organic Search,380.00,15283,572
2025-03-27,Paid Search,1466.30,75464,2518
2025-03-27,Email,277.59,18935,1233
2025-03-27,Social,952.30,67648,1535
2025-03-27,Marketplace,761.30,43815,1894
2025-03-27,Direct,151.58,6338,271
2025-03-28,Organic Search,302.27,16416,700
2025-03-28,Paid Search,1429.00,65668,1895
2025-03-28,Email,332.90,14503,948
2025-03-28,Social,969.41,50337,1077
2025-03-28,Marketplace,698.35,30578,1120
2025-03-28,Direct,124.29,8686,493
2025-03-29,Organic Search,364.60,23165,917
2025-03-29,Paid Search,1532.59,95974,2665
2025-03-29,Email,226.84,12946,860
2025-03-29,Social,1045.41,71353,1505
2025-03-29,Marketplace,761.50,37960,1682
2025-03-29,Direct,35.00,2212,110
2025-03-30,Organic Search,366.40,15710,668
2025-03-30,Paid Search,1422.72,89430,2931
2025-03-30,Email,194.51,12984,772
2025-03-30,Social,1029.55,49597,1005
2025-03-30,Marketplace,732.93,50461,1834
2025-03-30,Direct,116.62,4488,236
2025-03-31,Organic Search,330.41,15917,798
2025-03-31,Paid Search,1578.50,103502,3019
2025-03-31,Email,288.67,12992,731
2025-03-31,Social,894.03,49872,1253
2025-03-31,Marketplace,752.70,30726,1275
2025-03-31,Direct,124.80,5633,243
2025-04-01,Organic Search,283.27,18940,830
2025-04-01,Paid Search,1492.42,69182,2214
2025-04-01,Email,380.08,21405,1501
2025-04-01,Social,969.85,55862,1765
2025-04-01,Marketplace,802.53,52186,1949
2025-04-01,Direct,84.44,5630,234
2025-04-02,Organic Search,280.33,18595,734
2025-04-02,Paid Search,1422.80,71985,2349
2025-04-02,Email,322.38,22384,1892
2025-04-02,Social,958.24,62129,1486
2025-04-02,Marketplace,866.77,42163,1794
2025-04-02,Direct,59.41,3781,195
2025-04-03,Organic Search,285.40,18305,840
2025-04-03,Paid Search,1463.87,89140,2572
2025-04-03,Email,401.67,16927,1231
2025-04-03,Social,988.88,37928,1098
2025-04-03,Marketplace,848.79,56866,2078
2025-04-03,Direct,172.78,10362,533
2025-04-04,Organic Search,349.25,21862,1015
2025-04-04,Paid Search,1493.38,83716,2623
2025-04-04,Email,305.89,20522,1179
2025-04-04,Social,982.76,48296,1165
2025-04-04,Marketplace,822.67,51250,1811
2025-04-04,Direct,138.99,6903,374
2025-04-05,Organic Search,332.53,18245,642
2025-04-05,Paid Search,1444.99,99863,3355
2025-04-05,Email,329.35,18222,1406
2025-04-05,Social,938.11,42313,961
2025-04-05,Marketplace,798.17,49444,2191
2025-04-05,Direct,94.87,6751,313
2025-04-06,Organic Search,443.72,23351,992
2025-04-06,Paid Search,1402.70,74781,2834
2025-04-06,Email,270.22,18176,1515
2025-04-06,Social,999.51,54542,1254
2025-04-06,Marketplace,811.19,55019,2303
2025-04-06,Direct,164.32,8439,464
2025-04-07,Organic Search,352.48,15000,638
2025-04-07,Paid Search,1444.35,78759,2430
2025-04-07,Email,183.41,10366,782
2025-04-07,Social,917.50,46663,1279
2025-04-07,Marketplace,894.46,42960,1645
2025-04-07,Direct,90.89,4241,217
2025-04-08,Organic Search,422.00,21950,1041
2025-04-08,Paid Search,1498.02,107815,3383
2025-04-08,Email,221.14,13174,1000
2025-04-08,Social,1000.54,65851,1881
2025-04-08,Marketplace,834.99,39269,1402
2025-04-08,Direct,248.63,9764,483
2025-04-09,Organic Search,330.56,14082,537
2025-04-09,Paid Search,1482.77,63539,1965
2025-04-09,Email,227.29,15851,1193
2025-04-09,Social,963.79,57391,1430
2025-04-09,Marketplace,772.40,43240,1449
2025-04-09,Direct,81.29,5284,253
2025-04-10,Organic Search,410.71,23638,967
2025-04-10,Paid Search,1527.18,71539,2304
2025-04-10,Email,331.44,22289,1158
2025-04-10,Social,936.11,35686,774
2025-04-10,Marketplace,818.89,52376,2241
2025-04-10,Direct,123.29,6589,398
2025-04-11,Organic Search,353.01,24947,1212
2025-04-11,Paid Search,1529.99,101376,3524
2025-04-11,Email,274.33,18751,1134
2025-04-11,Social,1018.53,54409,1503
2025-04-11,Marketplace,801.14,56806,2123
2025-04-11,Direct,173.56,12408,460
2025-04-12,Organic Search,376.06,25019,885
2025-04-12,Paid Search,1509.19,96637,2434
2025-04-12,Email,305.78,13784,1000
2025-04-12,Social,929.10,37359,930
2025-04-12,Marketplace,737.07,39115,1495
2025-04-12,Direct,132.29,6027,217
2025-04-13,Organic Search,362.22,23135,1141
2025-04-13,Paid Search,1394.80,57474,1907
2025-04-13,Email,255.77,15134,902
2025-04-13,Social,1067.56,47572,1417
2025-04-13,Marketplace,835.48,59283,1764
2025-04-13,Direct,143.28,6093,335
2025-04-14,Organic Search,355.01,13967,658
2025-04-14,Paid Search,1469.71,64363,2343
2025-04-14,Email,333.39,19597,1133
2025-04-14,Social,976.27,52427,1165
2025-04-14,Marketplace,868.90,34976,1341
2025-04-14,Direct,198.63,12204,675
2025-04-15,Organic Search,376.34,21530,870
2025-04-15,Paid Search,1497.36,96649,3288
2025-04-15,Email,361.65,14474,878
2025-04-15,Social,920.78,38082,969
2025-04-15,Marketplace,776.14,49302,1779
2025-04-15,Direct,85.54,4958,248
2025-04-16,Organic Search,352.50,22316,848
2025-04-16,Paid Search,1563.00,89915,2715
2025-04-16,Email,275.79,11212,853
2025-04-16,Social,944.36,40514,1015
2025-04-16,Marketplace,783.80,53503,2218
2025-04-16,Direct,114.91,6004,291
2025-04-17,Organic Search,422.83,16809,844
2025-04-17,Paid Search,1488.31,78396,2698
2025-04-17,Email,314.69,17039,1116
2025-04-17,Social,1008.64,62144,1705
2025-04-17,Marketplace,842.79,36365,1720
2025-04-17,Direct,192.88,12440,669
2025-04-18,Organic Search,364.93,19005,1047
2025-04-18,Paid Search,1510.50,67495,2338
2025-04-18,Email,325.15,12466,848
2025-04-18,Social,921.44,35955,931
2025-04-18,Marketplace,819.42,40430,1614
2025-04-18,Direct,168.48,6551,239
2025-04-19,Organic Search,296.25,12158,556
2025-04-19,Paid Search,1471.32,78495,2355
2025-04-19,Email,279.04,15731,1171
2025-04-19,Social,971.19,53723,1374
2025-04-19,Marketplace,840.43,46098,1548
2025-04-19,Direct,137.72,9089,484
2025-04-20,Organic Search,315.35,20276,1113
2025-04-20,Paid Search,1467.02,105565,2576
2025-04-20,Email,288.19,18866,1401
2025-04-20,Social,1029.93,39357,954
2025-04-20,Marketplace,789.39,31440,1302
2025-04-20,Direct,216.91,13844,698
2025-04-21,Organic Search,335.05,23011,1218
2025-04-21,Paid Search,1479.57,88818,2921
2025-04-21,Email,308.17,13959,1001
2025-04-21,Social,915.27,39196,876
2025-04-21,Marketplace,778.81,48936,1338
2025-04-21,Direct,100.33,6621,326
2025-04-22,Organic Search,371.11,16376,626
2025-04-22,Paid Search,1445.67,63912,1872
2025-04-22,Email,299.28,12332,799
2025-04-22,Social,1023.89,41654,975
2025-04-22,Marketplace,708.68,44283,1762
2025-04-22,Direct,251.69,10710,583
2025-04-23,Organic Search,435.62,21871,892
2025-04-23,Paid Search,1446.27,56780,1734
2025-04-23,Email,313.16,13075,1018
2025-04-23,Social,1031.97,71571,1715
2025-04-23,Marketplace,857.83,48361,2053
2025-04-23,Direct,70.87,3381,195
2025-04-24,Organic Search,311.81,16234,648
2025-04-24,Paid Search,1419.34,96344,3036
2025-04-24,Email,392.22,16596,1152
2025-04-24,Social,813.15,55999,1542
2025-04-24,Marketplace,753.15,40301,1531
2025-04-24,Direct,207.34,10968,587
2025-04-25,Organic Search,287.52,20473,653
2025-04-25,Paid Search,1474.37,70642,2232
2025-04-25,Email,279.99,14801,996
2025-04-25,Social,1021.00,64381,1662
2025-04-25,Marketplace,797.48,51142,1402
2025-04-25,Direct,161.46,9472,478
2025-04-26,Organic Search,352.09,15742,649
2025-04-26,Paid Search,1449.35,81701,2728
2025-04-26,Email,230.58,16166,1141
2025-04-26,Social,1001.79,45697,1161
2025-04-26,Marketplace,832.79,39413,1457
2025-04-26,Direct,160.39,6147,375
2025-04-27,Organic Search,379.57,24018,1087
2025-04-27,Paid Search,1356.96,58410,1837
2025-04-27,Email,362.76,13803,1003
2025-04-27,Social,983.66,39417,1065
2025-04-27,Marketplace,841.11,39073,1509
2025-04-27,Direct,114.57,5924,364
2025-04-28,Organic Search,355.90,13582,632
2025-04-28,Paid Search,1403.70,90477,2760
2025-04-28,Email,288.70,12139,861
2025-04-28,Social,977.58,68888,1679
2025-04-28,Marketplace,812.53,51677,1776
2025-04-28,Direct,74.98,3203,139
2025-04-29,Organic Search,249.32,15765,700
2025-04-29,Paid Search,1412.52,90815,2610
2025-04-29,Email,313.28,18484,1056
2025-04-29,Social,930.94,58578,1606
2025-04-29,Marketplace,743.79,52312,2668
2025-04-29,Direct,217.35,12306,585
2025-04-30,Organic Search,319.33,14793,658
2025-04-30,Paid Search,1555.88,102286,3439
2025-04-30,Email,318.69,19525,1351
2025-04-30,Social,973.14,40181,1065
2025-04-30,Marketplace,841.72,34345,971
2025-04-30,Direct,209.32,10219,606
2025-05-01,Organic Search,323.46,16353,625
2025-05-01,Paid Search,1455.14,92858,3285
2025-05-01,Email,361.10,25664,1778
2025-05-01,Social,985.16,65835,1787
2025-05-01,Marketplace,826.95,40531,1553
2025-05-01,Direct,135.72,5295,309
2025-05-02,Organic Search,306.24,17959,994
2025-05-02,Paid Search,1456.69,90224,3240
2025-05-02,Email,296.13,12745,817
2025-05-02,Social,985.98,42091,1066
2025-05-02,Marketplace,836.40,54820,1811
2025-05-02,Direct,117.27,4821,214
2025-05-03,Organic Search,251.63,15145,658
2025-05-03,Paid Search,1395.03,89393,2733
2025-05-03,Email,289.70,19781,1385
2025-05-03,Social,1005.39,55323,1541
2025-05-03,Marketplace,814.59,39949,1578
2025-05-03,Direct,153.55,10599,586
2025-05-04,Organic Search,333.32,16197,670
2025-05-04,Paid Search,1484.42,106663,3221
2025-05-04,Email,301.74,13102,940
2025-05-04,Social,1033.38,72661,2026
2025-05-04,Marketplace,743.77,42145,1546
2025-05-04,Direct,91.00,5401,207
2025-05-05,Organic Search,379.70,18894,568
2025-05-05,Paid Search,1518.72,103784,3281
2025-05-05,Email,272.69,14670,1062
2025-05-05,Social,975.43,51210,1326
2025-05-05,Marketplace,800.08,45678,1748
2025-05-05,Direct,82.71,3226,164
2025-05-06,Organic Search,339.38,14924,528
2025-05-06,Paid Search,1474.37,92871,2860
2025-05-06,Email,364.22,18185,1217
2025-05-06,Social,1013.74,47638,1338
2025-05-06,Marketplace,737.80,40522,1503
2025-05-06,Direct,64.10,2924,165
2025-05-07,Organic Search,388.98,26861,907
2025-05-07,Paid Search,1450.43,90889,2525
2025-05-07,Email,301.31,13270,924
2025-05-07,Social,996.17,71303,1963
2025-05-07,Marketplace,802.39,53003,1850
2025-05-07,Direct,193.76,9556,510
2025-05-08,Organic Search,403.88,25557,1131
2025-05-08,Paid Search,1426.46,89701,2620
2025-05-08,Email,295.65,13595,968
2025-05-08,Social,921.28,50393,1203
2025-05-08,Marketplace,755.68,52872,2087
2025-05-08,Direct,134.85,5703,237
2025-05-09,Organic Search,243.13,12498,591
2025-05-09,Paid Search,1499.78,100197,3069
2025-05-09,Email,250.15,12491,785
2025-05-09,Social,949.79,41021,907
2025-05-09,Marketplace,866.20,61082,2903
2025-05-09,Direct,96.34,6929,328
2025-05-10,Organic Search,379.34,25458,1003
2025-05-10,Paid Search,1436.88,77724,2810
2025-05-10,Email,294.55,16983,1018
2025-05-10,Social,935.71,36718,837
2025-05-10,Marketplace,798.36,44188,1663
2025-05-10,Direct,79.61,3840,199
2025-05-11,Organic Search,369.90,24923,1172
2025-05-11,Paid Search,1457.48,70609,1980
2025-05-11,Email,197.88,10065,782
2025-05-11,Social,974.47,39908,1045
2025-05-11,Marketplace,788.20,36725,1222
2025-05-11,Direct,128.06,6420,296
2025-05-12,Organic Search,324.72,23047,980
2025-05-12,Paid Search,1421.75,67709,1927
2025-05-12,Email,293.99,12181,703
2025-05-12,Social,947.81,42318,914
2025-05-12,Marketplace,722.54,38845,1408
2025-05-12,Direct,197.89,9091,474
2025-05-13,Organic Search,359.38,23296,1207
2025-05-13,Paid Search,1349.50,88275,2734
2025-05-13,Email,310.32,14716,893
2025-05-13,Social,977.30,70135,1505
2025-05-13,Marketplace,699.52,27016,1165
2025-05-13,Direct,178.18,12786,544
2025-05-14,Organic Search,359.59,24400,1143
2025-05-14,Paid Search,1412.98,67094,2418
2025-05-14,Email,270.68,18230,1199
2025-05-14,Social,991.92,48180,1303
2025-05-14,Marketplace,771.16,29413,953
2025-05-14,Direct,180.41,7471,370
2025-05-15,Organic Search,336.60,17197,573
2025-05-15,Paid Search,1465.92,58819,1811
2025-05-15,Email,311.78,16582,1114
2025-05-15,Social,986.76,68108,1450
2025-05-15,Marketplace,790.80,37471,1446
2025-05-15,Direct,159.12,11018,555
2025-05-16,Organic Search,325.46,13550,601
2025-05-16,Paid Search,1406.31,81635,2062
2025-05-16,Email,196.73,10251,754
2025-05-16,Social,959.96,57052,1347
2025-05-16,Marketplace,692.70,44234,1979
2025-05-16,Direct,193.82,11430,554
2025-05-17,Organic Search,347.25,19185,811
2025-05-17,Paid Search,1484.91,99108,3381
2025-05-17,Email,205.56,10108,596
2025-05-17,Social,950.54,40014,1012
2025-05-17,Marketplace,783.38,35720,1525
2025-05-17,Direct,61.00,2365,118
2025-05-18,Organic Search,397.52,24241,990
2025-05-18,Paid Search,1458.48,55594,1508
2025-05-18,Email,292.81,18697,1463
2025-05-18,Social,942.32,66101,1435
2025-05-18,Marketplace,777.53,47793,1847
2025-05-18,Direct,177.68,12647,727
2025-05-19,Organic Search,399.93,24400,1298
2025-05-19,Paid Search,1471.49,105338,2906
2025-05-19,Email,259.21,10912,882
2025-05-19,Social,965.16,44114,1216
2025-05-19,Marketplace,723.73,48744,1927
2025-05-19,Direct,134.12,8736,450
2025-05-20,Organic Search,281.27,17538,731
2025-05-20,Paid Search,1398.04,94342,3167
2025-05-20,Email,308.56,18558,1317
2025-05-20,Social,932.44,60744,1385
2025-05-20,Marketplace,827.89,58594,2636
2025-05-20,Direct,173.59,8902,551
2025-05-21,Organic Search,483.57,28280,1356
2025-05-21,Paid Search,1428.77,95435,2510
2025-05-21,Email,254.89,9858,824
2025-05-21,Social,970.72,48653,1006
2025-05-21,Marketplace,702.38,32563,1325
2025-05-21,Direct,187.95,9472,386
2025-05-22,Organic Search,343.87,14727,488
2025-05-22,Paid Search,1389.87,92449,3370
2025-05-22,Email,381.51,19535,1196
2025-05-22,Social,1051.05,47715,1201
2025-05-22,Marketplace,682.58,48101,2288
2025-05-22,Direct,83.65,5717,248
2025-05-23,Organic Search,392.64,24302,1276
2025-05-23,Paid Search,1398.54,94308,2464
2025-05-23,Email,225.37,15117,1023
2025-05-23,Social,914.79,35079,875
2025-05-23,Marketplace,826.62,48294,1647
2025-05-23,Direct,159.21,7762,320
2025-05-24,Organic Search,347.08,17535,823
2025-05-24,Paid Search,1463.81,73777,2422
2025-05-24,Email,277.88,14226,866
2025-05-24,Social,927.09,42954,1270
2025-05-24,Marketplace,710.44,47830,1373
2025-05-24,Direct,135.06,5561,332
2025-05-25,Organic Search,304.91,20714,1091
2025-05-25,Paid Search,1406.87,65877,2326
2025-05-25,Email,309.59,20398,1440
2025-05-25,Social,902.99,63761,1491
2025-05-25,Marketplace,746.94,36941,1518
2025-05-25,Direct,125.21,5231,199
2025-05-26,Organic Search,325.43,17334,752
2025-05-26,Paid Search,1331.76,56673,1774
2025-05-26,Email,192.89,10594,668
2025-05-26,Social,976.99,42266,1126
2025-05-26,Marketplace,799.30,51093,1677
2025-05-26,Direct,147.54,6745,307
2025-05-27,Organic Search,322.78,20899,962
2025-05-27,Paid Search,1343.48,96309,3218
2025-05-27,Email,319.42,17161,1066
2025-05-27,Social,967.47,51288,1394
2025-05-27,Marketplace,788.92,52159,2009
2025-05-27,Direct,86.74,5671,302
2025-05-28,Organic Search,343.06,24641,935
2025-05-28,Paid Search,1409.72,88206,2358
2025-05-28,Email,267.01,12932,1042
2025-05-28,Social,940.34,41670,1063
2025-05-28,Marketplace,679.71,45253,1855
2025-05-28,Direct,88.24,4730,245
2025-05-29,Organic Search,347.03,19825,902
2025-05-29,Paid Search,1368.41,70350,2571
2025-05-29,Email,187.06,12791,854
2025-05-29,Social,958.98,46231,1309
2025-05-29,Marketplace,801.39,37282,1466
2025-05-29,Direct,193.18,9818,516
2025-05-30,Organic Search,354.18,14272,710
2025-05-30,Paid Search,1419.86,70284,2025
2025-05-30,Email,238.14,12295,602
2025-05-30,Social,914.87,53544,1382
2025-05-30,Marketplace,766.41,47938,2084
2025-05-30,Direct,159.28,8253,368
2025-05-31,Organic Search,334.62,15710,673
2025-05-31,Paid Search,1449.74,74480,2143
2025-05-31,Email,242.88,14959,990
2025-05-31,Social,949.36,44458,884
2025-05-31,Marketplace,748.26,41786,1623
2025-05-31,Direct,166.53,9013,385
2025-06-01,Organic Search,273.87,19318,771
2025-06-01,Paid Search,1358.42,71436,2675
2025-06-01,Email,254.20,11317,816
2025-06-01,Social,911.07,48566,1107
2025-06-01,Marketplace,748.43,50880,1661
2025-06-01,Direct,86.29,4026,209
2025-06-02,Organic Search,322.14,19957,894
2025-06-02,Paid Search,1480.88,82806,2667
2025-06-02,Email,271.17,12241,921
2025-06-02,Social,861.37,46070,1303
2025-06-02,Marketplace,755.85,33246,1314
2025-06-02,Direct,150.85,6262,317
2025-06-03,Organic Search,344.37,22805,775
2025-06-03,Paid Search,1364.52,80000,2198
2025-06-03,Email,330.37,14400,1011
2025-06-03,Social,934.77,63586,1479
2025-06-03,Marketplace,724.51,48153,1960
2025-06-03,Direct,79.72,3117,176
2025-06-04,Organic Search,347.04,18200,840
2025-06-04,Paid Search,1365.46,91650,2730
2025-06-04,Email,257.92,11381,829
2025-06-04,Social,830.28,47603,1378
2025-06-04,Marketplace,729.77,52030,1944
2025-06-04,Direct,119.72,5643,346
2025-06-05,Organic Search,344.54,19492,825
2025-06-05,Paid Search,1423.38,96847,2712
2025-06-05,Email,314.38,20563,1065
2025-06-05,Social,1016.06,54005,1528
2025-06-05,Marketplace,764.47,46860,1340
2025-06-05,Direct,161.20,7212,361
2025-06-06,Organic Search,370.44,16388,871
2025-06-06,Paid Search,1425.50,65019,1898
2025-06-06,Email,314.28,13651,1107
2025-06-06,Social,916.34,65318,1841
2025-06-06,Marketplace,750.37,34185,1290
2025-06-06,Direct,57.82,3683,176
2025-06-07,Organic Search,328.54,22325,1019
2025-06-07,Paid Search,1338.82,95786,2642
2025-06-07,Email,220.17,10005,828
2025-06-07,Social,904.83,55940,1344
2025-06-07,Marketplace,797.41,44967,1695
2025-06-07,Direct,207.50,8716,513
2025-06-08,Organic Search,303.51,12026,567
2025-06-08,Paid Search,1439.82,75726,2290
2025-06-08,Email,285.05,14900,1153
2025-06-08,Social,889.84,39006,1039
2025-06-08,Marketplace,780.91,37738,1268
2025-06-08,Direct,185.02,8696,441
2025-06-09,Organic Search,334.16,12964,479
2025-06-09,Paid Search,1371.02,77556,2066
2025-06-09,Email,249.86,15850,1134
2025-06-09,Social,995.33,66468,1648
2025-06-09,Marketplace,755.80,28983,1106
2025-06-09,Direct,120.86,8537,419
