customer_id,customer_segment,orders,net_revenue,gross_profit,avg_order_value,last_order_date,recency_days,top_category,value_band
C-02261,New,25,3803.07,707.56,152.12,2026-03-25,36,Books,Strategic
C-01556,Returning,25,3802.39,991.64,152.10,2026-04-13,17,Electronics,Strategic
C-01238,New,27,3802.37,1207.46,140.83,2026-04-07,23,Electronics,Strategic
C-00964,Returning,18,3801.41,1260.30,211.19,2026-04-23,7,Electronics,Strategic
C-00423,Returning,21,3801.40,1388.55,181.02,2026-03-08,53,Home,Strategic
C-02312,Returning,26,3799.63,951.76,146.14,2026-04-27,3,Home,Strategic
C-02661,New,21,3798.52,1211.22,180.88,2026-02-23,66,Home,Strategic
C-01932,Returning,21,3798.34,1136.61,180.87,2026-04-18,12,Electronics,Strategic
C-01845,New,20,3797.54,1389.51,189.88,2026-03-24,37,Beauty,Strategic
C-01233,New,21,3797.24,1388.36,180.82,2026-04-16,14,Books,Strategic
C-00214,Returning,22,3797.19,1379.35,172.60,2026-04-19,11,Home,Strategic
C-00230,New,19,3793.28,1004.05,199.65,2026-03-20,41,Sports,Strategic
C-00289,Returning,25,3793.04,888.01,151.72,2026-03-30,31,Home,Strategic
C-00695,New,21,3790.93,1301.25,180.52,2026-03-18,43,Electronics,Strategic
C-00609,Returning,27,3790.78,1359.04,140.40,2026-03-28,33,Beauty,Strategic
C-02323,Returning,24,3784.91,1306.88,157.70,2026-04-20,10,Electronics,Strategic
C-01489,New,20,3779.57,1362.63,188.98,2026-03-08,53,Home,Strategic
C-00077,New,22,3779.49,1128.00,171.79,2026-04-25,5,Electronics,Strategic
C-00837,New,28,3778.45,1340.98,134.94,2026-04-28,2,Apparel,Strategic
C-02128,VIP,43,3778.21,1107.10,87.87,2026-04-18,12,Beauty,Strategic
C-02782,Returning,21,3777.06,1441.22,179.86,2026-04-01,29,Electronics,Strategic
C-01428,Returning,19,3776.43,1402.86,198.76,2026-01-12,108,Electronics,Strategic
C-00494,New,23,3775.88,941.02,164.17,2026-04-30,0,Sports,Strategic
C-01226,Returning,25,3775.32,1488.84,151.01,2026-04-30,0,Beauty,Strategic
C-02251,Returning,19,3772.62,1347.12,198.56,2026-03-06,55,Sports,Strategic
C-02437,Returning,16,3772.15,1132.31,235.76,2026-02-03,86,Electronics,Strategic
C-00689,New,18,3771.44,1291.74,209.52,2026-03-10,51,Home,Strategic
C-01178,New,18,3770.28,1289.17,209.46,2026-03-22,39,Electronics,Strategic
C-01180,Returning,21,3769.15,1128.02,179.48,2026-03-24,37,Electronics,Strategic
C-02585,New,18,3768.38,1548.18,209.35,2026-04-17,13,Apparel,Strategic
C-00074,Returning,27,3767.34,1222.27,139.53,2026-04-25,5,Sports,Strategic
C-00638,Returning,27,3767.17,1488.30,139.52,2026-04-03,27,Beauty,Strategic
C-02120,Returning,24,3765.62,1228.92,156.90,2026-03-20,41,Electronics,Strategic
C-01525,Returning,21,3764.87,1272.64,179.28,2026-04-25,5,Electronics,Strategic
C-01213,New,26,3764.39,950.41,144.78,2026-03-18,43,Electronics,Strategic
C-01279,Returning,24,3760.06,1409.01,156.67,2026-04-08,22,Beauty,Strategic
C-00523,New,20,3759.89,1233.26,187.99,2026-04-27,3,Electronics,Strategic
C-02365,New,21,3759.68,1326.25,179.03,2026-04-24,6,Electronics,Strategic
C-00381,New,18,3759.55,1399.24,208.86,2026-03-18,43,Home,Strategic
C-01811,New,26,3758.36,664.99,144.55,2026-04-25,5,Electronics,Strategic
C-01434,Returning,25,3758.22,1344.06,150.33,2026-04-12,18,Electronics,Strategic
C-01720,Returning,28,3758.08,1120.82,134.22,2026-04-12,18,Home,Strategic
C-02191,Returning,21,3755.48,1386.60,178.83,2026-04-21,9,Apparel,Strategic
C-02181,New,20,3754.61,1391.38,187.73,2026-04-23,7,Home,Strategic
C-01733,Returning,28,3752.85,1240.70,134.03,2026-04-08,22,Electronics,Strategic
C-01809,Returning,18,3751.65,1203.71,208.43,2026-04-10,20,Home,Strategic
C-01335,New,26,3751.29,1245.68,144.28,2026-04-13,17,Electronics,Strategic
C-00786,Returning,23,3751.09,1369.41,163.09,2026-03-22,39,Electronics,Strategic
C-00366,Returning,18,3749.72,1283.09,208.32,2026-04-23,7,Electronics,Strategic
C-01908,Returning,21,3748.40,1392.08,178.50,2026-03-16,45,Home,Strategic
C-00107,Returning,24,3747.29,1368.65,156.14,2026-04-21,9,Home,Strategic
C-01167,New,26,3743.87,1187.91,144.00,2026-04-04,26,Apparel,Strategic
C-02378,Returning,21,3743.30,1296.12,178.25,2026-01-23,97,Electronics,Strategic
C-01296,New,22,3742.63,1325.98,170.12,2026-04-01,29,Apparel,Strategic
C-01779,New,27,3741.02,81.53,138.56,2026-04-28,2,Electronics,Strategic
C-01292,New,26,3740.31,1211.81,143.86,2026-04-17,13,Beauty,Strategic
C-01585,Returning,36,3739.36,1042.28,103.87,2026-04-11,19,Electronics,Strategic
C-00788,New,20,3739.25,1143.59,186.96,2026-03-10,51,Apparel,Strategic
C-01140,Returning,26,3739.04,1297.05,143.81,2026-04-18,12,Electronics,Strategic
C-02443,New,25,3733.29,1040.90,149.33,2026-04-11,19,Electronics,Strategic
C-02166,Returning,20,3732.82,1156.72,186.64,2026-04-23,7,Sports,Strategic
C-00553,New,20,3731.53,1410.48,186.58,2026-04-18,12,Electronics,Strategic
C-00308,Returning,24,3731.43,1310.12,155.48,2026-04-07,23,Beauty,Strategic
C-00173,New,20,3730.81,1268.33,186.54,2026-04-09,21,Home,Strategic
C-01210,Returning,24,3730.44,889.01,155.44,2026-04-21,9,Electronics,Strategic
C-00145,New,22,3730.04,889.87,169.55,2026-04-27,3,Home,Strategic
C-01497,Returning,17,3727.78,1363.23,219.28,2026-03-03,58,Electronics,Strategic
C-00357,Returning,31,3725.56,1035.06,120.18,2026-04-08,22,Home,Strategic
C-01584,Returning,27,3724.46,772.84,137.94,2026-04-24,6,Beauty,Strategic
C-00603,New,29,3723.64,1365.13,128.40,2026-03-21,40,Books,Strategic
C-01160,Returning,23,3723.61,1178.33,161.90,2026-04-17,13,Electronics,Strategic
C-00443,New,29,3719.56,915.49,128.26,2026-04-30,0,Electronics,Strategic
C-00532,Returning,26,3718.21,1147.84,143.01,2026-04-11,19,Electronics,Strategic
C-01414,New,27,3717.75,1125.90,137.69,2026-04-20,10,Electronics,Strategic
C-00617,New,22,3715.46,907.90,168.88,2026-04-09,21,Electronics,Strategic
C-02113,Returning,16,3714.44,1261.05,232.15,2026-04-05,25,Home,Strategic
C-00478,New,24,3712.43,1258.29,154.68,2026-04-07,23,Electronics,Strategic
C-00284,Returning,18,3711.88,1255.57,206.22,2026-04-12,18,Electronics,Strategic
C-02374,Returning,19,3711.12,1290.20,195.32,2026-02-27,62,Electronics,Strategic
C-01609,New,24,3709.79,1301.45,154.57,2026-04-29,1,Home,Strategic
C-00995,New,25,3709.15,1383.60,148.37,2026-03-23,38,Beauty,Strategic
C-00954,Returning,19,3708.66,1392.08,195.19,2026-02-20,69,Home,Strategic
C-00953,New,15,3708.41,1299.19,247.23,2026-04-03,27,Apparel,Strategic
C-00671,Returning,25,3708.15,1252.02,148.33,2026-04-14,16,Electronics,Strategic
C-01119,Returning,24,3707.35,1429.09,154.47,2026-02-23,66,Sports,Strategic
C-00862,New,22,3705.16,1299.08,168.42,2026-04-22,8,Home,Strategic
C-00088,New,26,3703.54,996.06,142.44,2026-04-22,8,Apparel,Strategic
C-00894,Returning,24,3703.40,1382.03,154.31,2026-03-22,39,Beauty,Strategic
C-01744,New,24,3701.74,1333.72,154.24,2026-04-22,8,Sports,Strategic
C-00503,Returning,25,3701.42,1154.08,148.06,2026-04-30,0,Electronics,Strategic
C-02581,Returning,22,3698.03,1316.60,168.09,2026-04-28,2,Electronics,Strategic
C-02084,New,22,3697.66,1225.85,168.08,2026-02-12,77,Apparel,Strategic
C-01471,New,20,3696.14,1503.35,184.81,2026-04-17,13,Home,Strategic
C-01133,New,31,3694.92,1226.18,119.19,2026-03-09,52,Beauty,Strategic
C-00201,New,30,3693.79,1340.44,123.13,2026-04-29,1,Home,Strategic
C-01713,New,19,3693.71,1463.13,194.41,2026-04-24,6,Apparel,Strategic
C-02137,Returning,26,3692.30,1066.42,142.01,2026-04-19,11,Beauty,Strategic
C-02168,New,24,3692.15,1233.51,153.84,2026-04-11,19,Electronics,Strategic
C-01520,Returning,25,3689.68,1161.22,147.59,2026-04-18,12,Electronics,Strategic
C-01084,New,25,3689.60,1384.75,147.58,2026-04-22,8,Beauty,Strategic
C-01293,Returning,19,3687.31,1317.58,194.07,2026-03-26,35,Home,Strategic
C-01214,New,22,3686.83,1128.49,167.58,2026-01-14,106,Sports,Strategic
C-01674,Returning,21,3685.23,1318.55,175.49,2026-04-21,9,Electronics,Strategic
C-01972,New,29,3683.19,1267.72,127.01,2026-03-29,32,Electronics,Strategic
C-02338,Returning,20,3679.26,1399.15,183.96,2026-04-24,6,Books,Strategic
C-01574,New,29,3678.15,1190.24,126.83,2026-04-22,8,Sports,Strategic
C-01620,New,25,3676.76,1222.50,147.07,2026-04-12,18,Home,Strategic
C-02307,New,26,3675.20,1189.49,141.35,2026-04-22,8,Home,Strategic
C-01719,New,30,3674.39,1262.48,122.48,2026-04-18,12,Apparel,Strategic
C-00496,Returning,26,3673.68,968.22,141.30,2026-04-17,13,Electronics,Strategic
C-00884,Returning,20,3670.83,1184.50,183.54,2026-03-14,47,Electronics,Strategic
C-01772,Returning,21,3670.34,1366.49,174.78,2026-04-29,1,Sports,Strategic
C-00718,Returning,25,3669.17,1181.52,146.77,2025-12-10,141,Apparel,Strategic
C-00159,New,22,3668.82,1427.82,166.76,2026-01-14,106,Apparel,Strategic
C-00376,New,29,3667.15,1272.09,126.45,2026-04-25,5,Apparel,Strategic
C-01172,New,21,3665.01,1057.34,174.52,2025-12-26,125,Beauty,Strategic
C-01211,Returning,22,3661.81,1090.13,166.45,2026-04-30,0,Sports,Strategic
C-00499,Returning,28,3661.80,1124.38,130.78,2026-04-15,15,Home,Strategic
C-02360,New,22,3660.79,1042.78,166.40,2026-03-22,39,Electronics,Strategic
C-00368,New,23,3659.03,1192.34,159.09,2026-04-21,9,Sports,Strategic
C-02583,New,19,3658.24,1199.34,192.54,2026-04-23,7,Electronics,Strategic
C-00697,New,26,3657.88,1220.99,140.69,2026-03-26,35,Electronics,Strategic
C-02784,Returning,23,3657.50,1202.50,159.02,2025-12-19,132,Apparel,Strategic
C-02248,New,18,3657.41,1312.77,203.19,2026-04-23,7,Home,Strategic
C-02367,Returning,22,3653.53,1596.89,166.07,2026-04-05,25,Beauty,Strategic
C-01290,New,21,3652.65,1434.63,173.94,2026-04-21,9,Sports,Strategic
C-02547,New,21,3650.22,1338.80,173.82,2026-04-26,4,Electronics,Strategic
C-02114,New,19,3649.22,1073.62,192.06,2026-04-28,2,Electronics,Strategic
C-02204,Returning,25,3646.93,1059.82,145.88,2026-04-03,27,Electronics,Strategic
C-02603,New,26,3646.77,903.49,140.26,2026-04-05,25,Electronics,Strategic
C-02614,New,24,3646.03,1277.88,151.92,2026-04-24,6,Home,Strategic
C-01671,Returning,18,3644.65,1298.83,202.48,2026-03-25,36,Electronics,Strategic
C-01714,Returning,23,3643.65,867.58,158.42,2026-04-21,9,Books,Strategic
C-02326,Returning,23,3643.31,1312.93,158.40,2026-04-19,11,Books,Strategic
C-00853,New,20,3638.96,1104.85,181.95,2026-04-24,6,Home,Strategic
C-02300,New,27,3638.27,1143.73,134.75,2026-03-28,33,Home,Strategic
C-00156,New,20,3637.84,1300.32,181.89,2026-03-17,44,Home,Strategic
C-01162,Returning,23,3636.68,883.97,158.12,2026-04-22,8,Electronics,Strategic
C-00556,New,20,3635.75,1316.95,181.79,2026-03-30,31,Electronics,Strategic
C-01248,New,24,3634.47,1230.92,151.44,2026-04-26,4,Electronics,Strategic
C-01240,New,29,3630.87,832.35,125.20,2026-03-13,48,Electronics,Strategic
C-00455,Returning,21,3629.13,1240.14,172.82,2026-04-27,3,Electronics,Strategic
C-00787,Returning,27,3626.41,1027.19,134.31,2026-03-18,43,Electronics,Strategic
C-02064,Returning,21,3623.81,1297.45,172.56,2026-04-15,15,Sports,Strategic
C-02140,New,22,3623.59,1202.69,164.71,2026-03-30,31,Electronics,Strategic
C-02569,Returning,14,3621.05,1073.15,258.65,2026-04-24,6,Beauty,Strategic
C-02769,New,28,3618.92,1246.77,129.25,2026-02-06,83,Home,Strategic
C-01459,Returning,25,3617.49,1209.87,144.70,2026-04-02,28,Sports,Strategic
C-00287,Returning,19,3616.97,1007.46,190.37,2026-04-29,1,Home,Strategic
C-01081,New,31,3616.02,1221.18,116.65,2026-04-20,10,Apparel,Strategic
C-00972,Returning,30,3615.90,988.72,120.53,2026-04-21,9,Electronics,Strategic
C-01896,Returning,14,3615.90,1400.38,258.28,2026-03-02,59,Home,Strategic
C-02080,Returning,21,3615.85,1316.21,172.18,2026-04-13,17,Electronics,Strategic
C-02172,Returning,22,3615.19,1369.12,164.33,2026-03-22,39,Electronics,Strategic
C-00093,Returning,20,3614.00,1562.30,180.70,2025-10-09,203,Apparel,Strategic
C-00684,Returning,23,3613.34,1068.85,157.10,2026-04-09,21,Electronics,Strategic
C-01639,Returning,17,3613.10,1246.84,212.54,2026-04-29,1,Beauty,Strategic
C-02657,Returning,28,3612.10,760.49,129.00,2026-04-27,3,Electronics,Strategic
C-02085,Returning,22,3611.37,961.50,164.15,2026-03-27,34,Home,Strategic
C-00415,Returning,24,3610.77,1083.46,150.45,2026-04-26,4,Electronics,Strategic
C-01947,Returning,21,3610.61,1302.94,171.93,2026-03-13,48,Electronics,Strategic
C-00216,Returning,24,3610.28,919.34,150.43,2026-04-16,14,Apparel,Strategic
C-01552,Returning,20,3610.27,1223.21,180.51,2026-04-11,19,Beauty,Strategic
C-00864,Returning,22,3610.19,1370.51,164.10,2026-03-26,35,Beauty,Strategic
C-02474,Returning,21,3610.01,1332.09,171.91,2026-01-24,96,Home,Strategic
C-00365,Returning,21,3609.73,1279.61,171.89,2026-03-13,48,Home,Strategic
C-00839,Returning,24,3608.73,963.15,150.36,2026-04-06,24,Home,Strategic
C-01085,Returning,20,3606.24,1044.35,180.31,2026-04-12,18,Electronics,Strategic
C-00827,New,21,3605.87,1305.74,171.71,2026-04-01,29,Home,Strategic
C-00253,New,23,3605.64,1287.25,156.77,2026-04-07,23,Books,Strategic
C-01181,New,21,3604.89,1253.22,171.66,2026-03-28,33,Electronics,Strategic
C-00109,New,22,3603.68,1164.87,163.80,2026-04-07,23,Home,Strategic
C-02438,Returning,25,3603.67,691.33,144.15,2026-04-19,11,Home,Strategic
C-01645,New,20,3603.46,1196.96,180.17,2026-04-28,2,Electronics,Strategic
C-01068,Returning,22,3602.65,1262.52,163.76,2026-04-04,26,Sports,Strategic
C-00320,Returning,23,3602.51,1247.57,156.63,2026-04-20,10,Electronics,Strategic
C-00063,New,25,3593.81,1129.30,143.75,2026-04-20,10,Home,Strategic
C-01204,New,23,3591.68,740.46,156.16,2025-12-17,134,Electronics,Strategic
C-00369,New,21,3590.78,1293.23,170.99,2026-04-16,14,Sports,Strategic
C-00367,Returning,24,3590.67,960.05,149.61,2026-04-24,6,Home,Strategic
C-01332,Returning,20,3589.78,761.09,179.49,2026-04-28,2,Electronics,Strategic
C-02716,Returning,22,3588.98,1375.58,163.14,2026-04-15,15,Books,Strategic
C-00291,Returning,21,3588.69,1257.99,170.89,2026-04-30,0,Electronics,Strategic
C-01000,Returning,21,3588.51,1198.32,170.88,2026-02-12,77,Electronics,Strategic
C-02495,Returning,23,3587.92,699.10,156.00,2026-04-07,23,Electronics,Strategic
C-01452,Returning,25,3587.49,1275.28,143.50,2026-03-16,45,Sports,Strategic
C-01633,Returning,22,3587.37,1275.44,163.06,2026-02-21,68,Home,Strategic
C-01353,New,28,3586.39,913.53,128.09,2026-04-25,5,Beauty,Strategic
C-01755,Returning,25,3585.87,1272.04,143.43,2026-03-13,48,Sports,Strategic
C-00176,Returning,20,3585.81,1260.22,179.29,2026-04-27,3,Books,Strategic
C-02199,Returning,22,3585.64,1237.05,162.98,2026-04-12,18,Electronics,Strategic
C-02066,Returning,28,3584.27,1247.69,128.01,2026-03-10,51,Home,Strategic
C-01776,New,22,3582.04,1132.82,162.82,2026-04-23,7,Electronics,Strategic
C-01303,New,24,3578.79,1323.79,149.12,2026-04-14,16,Home,Strategic
C-01087,New,21,3577.92,1109.77,170.38,2026-03-20,41,Home,Strategic
C-00669,New,27,3577.50,1146.81,132.50,2026-04-04,26,Home,Strategic
C-02123,Returning,25,3576.57,1260.58,143.06,2026-04-06,24,Beauty,Strategic
C-00762,New,25,3576.45,1384.03,143.06,2026-03-18,43,Electronics,Strategic
C-02027,New,20,3574.74,1260.11,178.74,2026-04-18,12,Home,Strategic
C-00194,Returning,27,3574.49,1190.77,132.39,2026-03-06,55,Electronics,Strategic
C-02554,New,20,3573.42,1197.30,178.67,2026-04-22,8,Sports,Strategic
C-01444,Returning,25,3571.21,1450.58,142.85,2026-04-22,8,Home,Strategic
C-01565,Returning,23,3571.14,1354.55,155.27,2026-03-30,31,Home,Strategic
C-00057,New,24,3570.82,1318.46,148.78,2026-03-31,30,Electronics,Strategic
C-02334,Returning,22,3570.10,968.13,162.28,2025-12-17,134,Electronics,Strategic
C-01039,Returning,23,3569.17,1165.70,155.18,2026-04-12,18,Sports,Strategic
C-02424,Returning,21,3567.63,1171.66,169.89,2026-04-01,29,Electronics,Strategic
C-01072,Returning,24,3567.40,1230.35,148.64,2026-04-18,12,Electronics,Strategic
C-02679,New,24,3566.40,1206.13,148.60,2026-01-04,116,Electronics,Strategic
C-02611,Returning,23,3565.71,1207.05,155.03,2026-04-30,0,Sports,Strategic
C-00129,Returning,30,3565.43,831.16,118.85,2026-04-13,17,Home,Strategic
C-02122,New,16,3564.34,1067.83,222.77,2026-04-22,8,Beauty,Strategic
C-02042,Returning,28,3564.28,997.08,127.30,2026-02-16,73,Electronics,Strategic
C-01004,Returning,25,3563.76,1168.74,142.55,2026-04-19,11,Home,Strategic
C-00326,Returning,27,3562.78,1101.96,131.95,2026-04-10,20,Electronics,Strategic
C-00100,Returning,23,3561.86,1306.39,154.86,2026-01-12,108,Apparel,Strategic
C-01678,New,26,3560.97,1066.15,136.96,2026-03-18,43,Electronics,Strategic
C-02035,Returning,23,3560.37,1358.46,154.80,2026-04-23,7,Home,Strategic
C-00941,New,23,3559.69,789.34,154.77,2026-04-24,6,Electronics,Strategic
C-00694,New,26,3559.33,1284.23,136.90,2026-03-23,38,Apparel,Strategic
C-01349,Returning,18,3555.82,1072.26,197.55,2026-03-09,52,Electronics,Strategic
C-01706,New,20,3555.58,1019.38,177.78,2026-03-25,36,Sports,Strategic
C-01805,Returning,18,3554.58,1442.67,197.48,2026-04-25,5,Home,Strategic
C-01174,New,19,3554.49,1243.42,187.08,2026-03-23,38,Electronics,Strategic
C-00386,Returning,25,3553.13,1067.37,142.13,2026-04-24,6,Beauty,Strategic
C-00469,New,19,3548.19,1253.54,186.75,2026-02-08,81,Apparel,Strategic
C-02563,Returning,27,3546.80,758.65,131.36,2026-04-17,13,Home,Strategic
C-00300,Returning,20,3546.09,1254.69,177.30,2025-12-15,136,Electronics,Strategic
C-01276,Returning,17,3544.59,981.68,208.51,2026-03-02,59,Electronics,Strategic
C-01460,Returning,23,3543.75,955.79,154.08,2026-04-09,21,Beauty,Strategic
C-02295,New,20,3543.11,1264.02,177.16,2026-04-14,16,Home,Strategic
C-01527,New,28,3542.74,831.15,126.53,2025-12-28,123,Beauty,Strategic
C-01230,Returning,24,3541.10,749.69,147.55,2026-02-28,61,Electronics,Strategic
C-02415,Returning,17,3538.78,1291.89,208.16,2026-04-25,5,Home,Strategic
C-00657,New,25,3533.60,1280.06,141.34,2026-04-22,8,Home,Strategic
C-01304,Returning,28,3533.10,950.23,126.18,2026-04-16,14,Beauty,Strategic
C-00678,New,23,3532.50,1137.45,153.59,2026-02-27,62,Sports,Strategic
C-00825,Returning,24,3530.20,1234.15,147.09,2026-04-14,16,Home,Strategic
C-01105,New,25,3529.65,1140.61,141.19,2026-04-15,15,Home,Strategic
C-00444,Returning,17,3529.04,1086.21,207.59,2026-02-21,68,Electronics,Strategic
C-02717,Returning,30,3528.69,838.11,117.62,2026-04-04,26,Home,Strategic
C-02441,Returning,21,3528.60,1312.76,168.03,2026-03-16,45,Books,Strategic
C-01654,New,27,3527.03,867.54,130.63,2026-03-11,50,Electronics,Strategic
C-00932,New,18,3526.67,1005.01,195.93,2026-04-28,2,Electronics,Strategic
C-01617,Returning,25,3526.23,629.56,141.05,2026-04-25,5,Electronics,Strategic
C-02507,New,20,3526.20,1280.40,176.31,2026-04-24,6,Sports,Strategic
C-01884,Returning,19,3525.34,1162.12,185.54,2026-04-05,25,Electronics,Strategic
C-00205,Returning,24,3524.82,1078.50,146.87,2026-04-17,13,Electronics,Strategic
C-02331,New,24,3524.16,1215.91,146.84,2026-04-16,14,Home,Strategic
C-02549,Returning,19,3521.42,1228.67,185.34,2026-04-02,28,Electronics,Strategic
C-00022,New,23,3520.87,1351.62,153.08,2026-02-27,62,Home,Strategic
C-01125,Returning,26,3518.15,927.26,135.31,2026-04-18,12,Electronics,Strategic
C-01875,New,11,3515.57,1247.93,319.60,2026-01-30,90,Electronics,Strategic
C-01034,Returning,27,3512.93,1001.51,130.11,2026-04-10,20,Apparel,Strategic
C-00507,New,17,3512.50,1523.12,206.62,2026-04-10,20,Home,Strategic
C-02693,Returning,22,3509.80,1288.93,159.54,2026-03-25,36,Apparel,Strategic
C-01145,Returning,21,3507.48,1276.19,167.02,2025-12-12,139,Electronics,Strategic
C-00727,Returning,18,3504.76,1304.69,194.71,2026-03-10,51,Home,Strategic
C-00449,Returning,27,3503.43,1133.42,129.76,2026-04-16,14,Electronics,Strategic
C-02006,Returning,25,3500.43,1380.04,140.02,2026-04-18,12,Electronics,Strategic
C-00295,Returning,23,3499.57,1073.43,152.16,2026-03-19,42,Home,Strategic
C-01406,Returning,27,3498.53,867.38,129.58,2026-04-29,1,Beauty,Strategic
C-01461,New,29,3497.96,856.29,120.62,2026-04-28,2,Electronics,Strategic
C-02190,Returning,20,3497.70,1081.19,174.89,2026-03-28,33,Electronics,Strategic
C-02465,New,21,3496.88,1144.71,166.52,2026-02-28,61,Home,Strategic
C-01234,Returning,22,3496.44,1033.70,158.93,2026-04-06,24,Electronics,Strategic
C-02722,New,30,3494.36,682.89,116.48,2026-04-29,1,Beauty,Strategic
C-01690,Returning,25,3494.18,1148.52,139.77,2026-03-16,45,Home,Strategic
C-00679,Returning,27,3489.72,1289.68,129.25,2026-03-06,55,Electronics,Strategic
C-01813,Returning,26,3489.42,1122.03,134.21,2026-04-23,7,Home,Strategic
C-02737,Returning,27,3489.01,1249.16,129.22,2026-04-29,1,Beauty,Strategic
C-02268,Returning,19,3488.47,1164.59,183.60,2026-04-22,8,Electronics,Strategic
C-02285,Returning,19,3488.27,1184.47,183.59,2026-04-29,1,Home,Strategic
C-02542,Returning,22,3486.94,961.41,158.50,2026-04-13,17,Electronics,Strategic
C-02453,Returning,29,3483.86,1147.18,120.13,2026-02-15,74,Home,Strategic
C-02488,New,23,3481.23,1186.44,151.36,2026-04-24,6,Electronics,Strategic
C-02058,New,20,3481.11,1029.32,174.06,2026-04-21,9,Home,Strategic
C-00874,New,18,3481.04,1209.24,193.39,2026-03-30,31,Sports,Strategic
C-01808,New,24,3480.93,1208.22,145.04,2026-02-22,67,Electronics,Strategic
C-01716,New,22,3479.56,1104.72,158.16,2026-04-23,7,Apparel,Strategic
C-00301,New,25,3478.50,1078.91,139.14,2026-04-29,1,Electronics,Strategic
C-02763,Returning,24,3476.56,833.07,144.86,2026-04-15,15,Home,Strategic
C-01321,Returning,18,3473.29,1108.69,192.96,2026-04-05,25,Electronics,Strategic
C-00735,New,22,3472.81,1304.23,157.86,2026-04-08,22,Electronics,Strategic
C-00897,Returning,22,3472.42,1330.70,157.84,2026-04-25,5,Sports,Strategic
C-00338,New,27,3472.22,1084.71,128.60,2026-04-25,5,Electronics,Strategic
C-02291,Returning,23,3471.92,1107.58,150.95,2026-04-27,3,Home,Strategic
C-00766,New,20,3470.62,849.53,173.53,2026-04-25,5,Electronics,Strategic
C-02298,New,29,3469.55,1211.08,119.64,2026-04-08,22,Home,Strategic
C-00155,Returning,22,3469.40,886.04,157.70,2026-04-27,3,Sports,Strategic
C-02175,Returning,23,3466.53,1206.22,150.72,2026-04-18,12,Electronics,Strategic
C-01992,Returning,24,3465.45,1150.81,144.39,2026-04-25,5,Sports,Strategic
C-00960,Returning,17,3465.15,894.66,203.83,2026-03-26,35,Electronics,Strategic
C-02556,New,19,3463.64,1279.50,182.30,2026-04-27,3,Electronics,Strategic
C-02524,Returning,25,3461.36,1136.09,138.45,2026-03-11,50,Electronics,Strategic
C-00581,Returning,26,3461.14,867.12,133.12,2026-02-05,84,Apparel,Strategic
C-00493,Returning,20,3460.57,1206.97,173.03,2026-04-16,14,Electronics,Strategic
C-01466,Returning,23,3460.13,1287.76,150.44,2026-04-29,1,Electronics,Strategic
C-02275,Returning,25,3459.72,1152.31,138.39,2026-04-16,14,Home,Strategic
C-01517,Returning,18,3458.78,888.75,192.15,2026-02-17,72,Electronics,Strategic
C-00144,Returning,24,3458.01,1132.47,144.08,2026-04-04,26,Beauty,Strategic
C-02648,New,20,3456.26,1202.69,172.81,2026-04-10,20,Home,Strategic
C-02194,New,21,3454.69,773.84,164.51,2026-04-26,4,Home,Strategic
C-01573,New,17,3454.52,998.98,203.21,2026-04-08,22,Electronics,Strategic
C-00453,Returning,20,3453.35,1126.99,172.67,2026-02-05,84,Electronics,Strategic
C-00497,Returning,23,3452.43,1225.04,150.11,2026-01-10,110,Home,Strategic
C-01193,Returning,21,3449.81,809.03,164.28,2026-04-03,27,Home,Strategic
C-00549,Returning,24,3449.75,1076.18,143.74,2026-04-28,2,Electronics,Strategic
C-02057,New,23,3449.23,1056.86,149.97,2026-03-30,31,Electronics,Strategic
C-02349,New,22,3448.94,1264.72,156.77,2026-04-10,20,Apparel,Strategic
C-01397,Returning,21,3448.63,1189.60,164.22,2026-04-04,26,Home,Strategic
C-02050,New,22,3447.89,1186.84,156.72,2025-12-21,130,Home,Strategic
C-01008,New,20,3447.77,1253.95,172.39,2026-04-07,23,Electronics,Strategic
C-02377,Returning,25,3446.89,1018.22,137.88,2026-04-23,7,Beauty,Strategic
C-01754,New,24,3445.00,1190.70,143.54,2026-04-20,10,Beauty,Strategic
C-01275,Returning,19,3443.74,1177.46,181.25,2026-01-15,105,Sports,Strategic
C-01684,Returning,17,3442.19,1159.99,202.48,2026-04-30,0,Electronics,Strategic
C-02491,Returning,24,3441.82,941.37,143.41,2026-03-05,56,Electronics,Strategic
C-00096,Returning,20,3440.75,1278.20,172.04,2026-02-27,62,Electronics,Strategic
C-02351,New,20,3439.20,1034.21,171.96,2026-04-08,22,Electronics,Strategic
C-02398,Returning,19,3438.34,1385.25,180.97,2026-04-28,2,Beauty,Strategic
C-00240,New,21,3435.76,1331.80,163.61,2026-03-15,46,Beauty,Strategic
C-01728,Returning,23,3432.16,1183.83,149.22,2026-04-02,28,Electronics,Strategic
C-00409,Returning,21,3427.73,1009.29,163.23,2025-12-10,141,Electronics,Strategic
C-00392,Returning,24,3427.72,1106.39,142.82,2026-04-22,8,Electronics,Strategic
C-02153,Returning,26,3426.84,1226.00,131.80,2026-04-25,5,Electronics,Strategic
C-02381,Returning,23,3425.52,1019.48,148.94,2026-03-27,34,Home,Strategic
C-00252,VIP,30,3425.36,1051.33,114.18,2026-04-25,5,Beauty,Strategic
C-01107,New,16,3422.85,1094.43,213.93,2026-04-22,8,Electronics,Strategic
